,Hash Value,Nodes,Edges,Highest-Indegree,Hightes-Outdegree,Highest-Degree,Average Degree,Network diameter,Graph Density,Average Authority Score,Average Hub Score,Average PageRank,Average Closeness Centrality,Average Harmonic Closeness Centrality,Average Eigenvector Centrality,Average betweenness centrality,Modularity score,Average Clustering Coefficient,Average Path Length,Assortativity,No of function calls,No of logical calls,No of Arithmetic instructions,No of transfer instructions,No of move instructions,No of compare instructions,Total No of instructions,No of numeric constants,Class
86,e3ef08a641c847a1b10d9c6f32c55eb48f3409102d9a91557f0aefa611e6eeab,2041,2404,3,2,5,1.177853993,292,0.000577379,0.000489956,0.000489956,0.000489956,14.97507543,14.97507543,0.002097254,0.047304923,0.958810503,0.006279602,193.9789463,-0.115448755,1,21,0,1,14,1,63,13,Ransom
87,d3d06db645383daeb89ebaf86a0e46f1dc6652478e9e5f95b2a7b9c531929482,2643,3773,8,2,9,1.427544457,124,0.000540327,0.000378358,0.000378358,0.000378358,43.0807495,43.0807495,0.005356994,0.025961829,0.95590898,0.069669207,80.04644966,-0.011180076,1,5,0,1,59,3,75,18,Ransom
88,9243f83d2b3eeeac0e34fb414cde8680a0a994f92a0e8fc8ec3589d68e941c1f,2765,3973,5,2,6,1.436889693,94,0.000519859,0.000361664,0.000361664,0.000361664,32.78989864,32.78989864,0.001369925,0.012296024,0.958649844,0.075624731,67.12646064,0.017144758,1,6,0,1,60,3,81,14,Ransom
89,1f68de9944ef052cfd72b25dc807e11e3128b4c7c4c23d45884c57847a37bf95,2959,4336,5,2,6,1.465359919,151,0.000495389,0.000337952,0.000337952,0.000337952,40.61723681,40.61723681,0.003374663,0.030711543,0.958955467,0.083344062,103.6956676,0.018928521,1,2,0,1,38,1,126,29,Ransom
90,d272a57115d8cf88e8c3258ac08894d471c39df40844ecc5ec9868d9167eb3d0,2981,4328,21,2,23,1.451861791,146,0.000487202,0.000335458,0.000335458,0.000335458,48.45686282,48.45686282,0.001567105,0.029987183,0.95490029,0.072948249,91.17491569,0.092308828,1,20,0,1,19,1,69,16,Ransom
91,a77d7a48b5fef28ec95f7f727d0976e345622e41166391808e4c884e710ed1f5,3103,4508,6,2,8,1.452787625,105,0.000468339,0.000322269,0.000322269,0.000322269,36.76272426,36.76272426,0.001371444,0.012514163,0.957453141,0.075031332,69.96947183,0.092080931,1,4,0,1,8,1,21,12,Ransom
92,0857511b4d50f34619bcda75629b5fe5af6d603a4d54af7871da525f4ed1a872,3133,4438,6,2,7,1.416533674,91,0.000452278,0.000319183,0.000319183,0.000319183,33.76957622,33.76957622,0.00668835,0.0131891,0.961089558,0.101115367,78.18677101,-0.020188395,1,35,0,1,5,1,138,47,Ransom
93,73887c1fcd9a0157b853c8e6af954d145664c59da4d4896241e94566447d3d32,3145,4640,18,2,19,1.475357711,126,0.000469261,0.000317965,0.000317965,0.000317965,47.08267282,47.08267282,0.004370396,0.019401333,0.958941643,0.074702349,76.60274731,0.029016165,1,20,0,1,54,1,107,19,Ransom
94,5d4cac339ff3c20cf95afb416f4a8aacae7f1093d3776704e9266ce48550d3b7,3145,4640,18,2,19,1.475357711,126,0.000469261,0.000317965,0.000317965,0.000317965,47.08267282,47.08267282,0.004370396,0.019401333,0.958941643,0.074702349,76.60274731,0.029016165,1,9,0,1,97,3,128,29,Ransom
95,5d779ef9b79b4364521d8f33302715a841cbf1a3a283c8e5fd141a7a8cf9ef0c,3193,4575,5,2,7,1.432821798,103,0.000448879,0.000313185,0.000313185,0.000313185,33.96492432,33.96492432,0.001203679,0.012169181,0.959129171,0.085527866,77.3107666,0.098294347,1,2,0,1,4,2,16,5,Ransom
96,47bbc9c9ec0ee9dc1cf345b4a074583c1d2f5cd2a16d7b560cfef483149f6964,3657,5408,9,2,10,1.478807766,133,0.000404488,0.000273448,0.000273448,0.000273448,53.1225017,53.1225017,0.000614586,0.020371662,0.961566773,0.070195233,89.07805633,0.032328436,1,2,0,1,8,1,14,4,Ransom
97,1a6ce073f757edb00dbe353b05f373abdeabaf2663939b0ebc14da3c43cc21bf,3775,5300,5,2,7,1.40397351,103,0.000372012,0.000264901,0.000264901,0.000264901,36.00428515,36.00428515,0.001142025,0.010381262,0.963913136,0.085454641,78.99369872,0.016429142,1,16,0,1,20,1,49,9,Ransom
98,ef983ba3df48066c4d1fcea3c263e1c5a54700100d7468ce8fca9b885a831a69,3953,4713,541,2,542,1.192259044,533,0.000301685,0.000252972,0.000252972,0.000252972,19.58700766,19.58700766,0.001851131,0.032326063,0.844707559,8.44E-05,258.3632992,0.518212853,1,8,0,1,17,2,43,9,Ransom
99,38bc8d411f760c09e56841386c481ed0cab76d73649732a85712c7c4e8416471,3970,4722,524,2,525,1.189420655,619,0.000299678,0.000251889,0.000251889,0.000251889,9.506704411,9.506704411,0.001012484,0.013421101,0.849852744,0.000251934,353.4779708,0.512516816,1,4,0,1,12,1,29,8,Ransom
100,8dd210f174114032f1c8a8fb8df868ec408d1870362d348a308d396323fc000f,4009,5819,22,2,23,1.451484161,142,0.000362147,0.000249439,0.000249439,0.000249439,57.08966129,57.08966129,0.006190372,0.019109085,0.959202423,0.066520072,87.32844385,-0.00603712,1,15,0,1,19,1,75,17,Ransom
101,4441bb962550d53c04d40f6684e92d664cf3246e5195da3547eb8fcc896be0b5,4009,5819,22,2,23,1.451484161,142,0.000362147,0.000249439,0.000249439,0.000249439,57.08966129,57.08966129,0.006190372,0.019109085,0.959202423,0.066520072,87.32844385,-0.00603712,1,13,0,1,18,1,62,15,Ransom
102,3cc7a9e255bde2b7352f800e6cc3841b165ffc0ee327e3040467beba10a9bb2b,4230,6161,11,8,12,1.456501182,124,0.000344408,0.000236407,0.000236407,0.000236407,65.11330473,65.11330473,0.00159823,0.014451428,0.961291031,0.076546988,73.38308773,0.116744004,1,8,0,1,7,1,21,6,Ransom
103,a2981d4fd4facd7bccd02ffd4be44267156eed0e3f56f4365c22383dbc7515a3,4234,6055,40,2,41,1.43008975,134,0.000337843,0.000236183,0.000236183,0.000236183,74.44494433,74.44494433,0.002839222,0.018496309,0.953463414,0.057315555,79.38717267,0.045867401,1,2,0,1,15,1,30,13,Ransom
104,ac81016b4bb9755c249bcf51a9087f0099c8240df7c852158a18f23914c05df4,4603,5095,326,2,327,1.106886813,803,0.000240523,0.00021725,0.00021725,0.00021725,19.43730198,19.43730198,0.00179187,0.0442935,0.895437367,7.24E-05,362.364127,0.522679254,1,34,0,1,57,1,134,32,Ransom
105,288ca900f24008e53da883abf9ed36d4aa0fbe92075172766c1c2800ad224642,4603,5095,326,2,327,1.106886813,803,0.000240523,0.00021725,0.00021725,0.00021725,19.43730198,19.43730198,0.00179187,0.0442935,0.895437367,7.24E-05,362.364127,0.522679254,1,7,0,1,43,1,77,16,Ransom
106,1a3299de3a1cd0aa910aec86cd577091be1c6dcb8a19e069a808e1518d997136,4603,5095,326,2,327,1.106886813,803,0.000240523,0.00021725,0.00021725,0.00021725,19.43730198,19.43730198,0.00179187,0.0442935,0.895437367,7.24E-05,362.364127,0.522679254,1,1,0,1,4,1,16,6,Ransom
107,2b4716fea03f61bdfbf8e14cd7a736d5c3103b4ebf7d788fb9a2719b0c63f8d5,4683,6708,16,2,18,1.432415119,158,0.000305941,0.000213538,0.000213538,0.000213538,58.84236948,58.84236948,0.000417628,0.018131624,0.962769247,0.08246613,96.66331414,0.014444729,1,5,0,1,14,1,28,12,Ransom
108,ab5066b545c65a2d5b8afc05a9424740abd96babff85e63fa7a146b4f449456d,4803,7006,25,2,27,1.458671664,268,0.000303763,0.000208203,0.000208203,0.000208203,57.05502791,57.05502791,0.003543557,0.023848063,0.962699298,0.09348792,124.5819598,0.057418415,1,16,0,1,47,1,83,23,Ransom
109,1dd2c2bbe82c0d1951aaeb31b6bca7eb22935d59f17ef270d13e53a1a4270374,5052,7199,6,2,7,1.424980206,109,0.000282118,0.000197941,0.000197941,0.000197941,51.93235806,51.93235806,0.003971131,0.006113018,0.967292439,0.079464364,64.0642713,0.017264613,1,1,0,1,13,1,20,5,Ransom
110,df0bc2d34aacd17946bdb17a766bd7d293f8bcb28cc9b9e74c92d2b4b57d22e9,6165,9116,18,2,20,1.478669911,121,0.000239888,0.000162206,0.000162206,0.000162206,90.26292877,90.26292877,0.002662061,0.010829586,0.965712189,0.076676579,78.39660593,-0.077116742,1,17,0,1,57,1,93,23,Ransom
111,41260a18ea8b1655205458cb1fb02172d93d87e5e78f528e0c939868dce86802,7556,11048,29,2,31,1.462149285,166,0.000193534,0.000132345,0.000132345,0.000132345,106.592263,106.592263,0.000617232,0.011144056,0.969030554,0.068659643,91.85429456,0.034080117,1,20,0,1,12,1,67,22,Ransom
112,215519,89,127,9,2,9,1.426966,14,0.016216,0.011236,0.011236,0.011236,6.230735,6.230735,0.06016,0.041108,0.735073,0.035112,9.684603,0.022268,1,3,0,1,21,1,31,9,Benign
113,185608,95,127,3,2,5,1.336842,15,0.014222,0.010526,0.010526,0.010526,6.635689,6.635689,0.049339,0.056664,0.765702,0.080877,11.96265,-0.04613,1,15,0,1,18,1,39,11,Benign
114,202481,117,159,5,2,6,1.358974,14,0.011715,0.008547,0.008547,0.008547,7.994443,7.994443,0.050529,0.043348,0.755943,0.036467,11.25976,-0.02237,1,3,0,1,35,1,57,15,Benign
115,254489,120,157,5,2,5,1.308333,23,0.010994,0.008333,0.008333,0.008333,6.946512,6.946512,0.03987,0.053211,0.798085,0.042407,14.66234,-0.01326,1,9,0,1,26,3,44,9,Benign
116,214484,123,170,5,2,6,1.382114,14,0.011329,0.00813,0.00813,0.00813,7.937965,7.937965,0.056182,0.043086,0.763737,0.053117,11.89552,0.027888,1,2,0,1,8,1,21,5,Benign
117,203917,125,172,5,2,6,1.376,14,0.011097,0.008,0.008,0.008,7.94151,7.94151,0.055429,0.043845,0.763859,0.042933,12.25941,0.011877,1,3,0,1,17,3,33,4,Benign
118,249633,129,173,11,2,12,1.341085,26,0.010477,0.007752,0.007752,0.007752,6.144871,6.144871,0.050787,0.039169,0.774901,0.039147,14.72306,0.205167,1,3,0,1,35,1,57,15,Benign
119,233070,130,155,4,2,5,1.192308,25,0.009243,0.007692,0.007692,0.007692,5.626444,5.626444,0.038105,0.04836,0.803913,0.026538,17.83341,0.021358,1,3,0,1,8,1,14,3,Benign
120,230920,130,155,4,2,5,1.192308,25,0.009243,0.007692,0.007692,0.007692,5.626444,5.626444,0.038105,0.04836,0.803913,0.026538,17.83341,0.021358,1,2,0,1,8,1,21,5,Benign
121,241162,156,202,6,2,8,1.294872,20,0.008354,0.00641,0.00641,0.00641,8.469205,8.469205,0.050122,0.036733,0.813915,0.042216,13.30754,-0.03671,1,3,0,1,29,1,36,13,Benign
122,198033,162,212,4,2,6,1.308642,43,0.008128,0.006173,0.006173,0.006173,7.592249,7.592249,0.03647,0.061403,0.809652,0.069856,21.8518,-0.03638,1,2,0,1,35,1,57,15,Benign
123,183497,166,209,4,3,5,1.259036,17,0.007631,0.006024,0.006024,0.006024,8.008529,8.008529,0.053024,0.037304,0.820883,0.03504,14.85418,0.015074,1,3,0,1,35,1,57,15,Benign
124,196135,166,209,4,3,5,1.259036,17,0.007631,0.006024,0.006024,0.006024,8.008529,8.008529,0.053024,0.037304,0.820883,0.03504,14.85418,0.015074,1,2,0,1,35,1,57,15,Benign
125,198869,168,220,4,3,5,1.309524,22,0.007841,0.005952,0.005952,0.005952,8.2164,8.2164,0.048239,0.042646,0.823884,0.045536,16.3811,0.003045,1,6,0,1,27,1,39,7,Benign
126,209911,168,220,4,3,5,1.309524,22,0.007841,0.005952,0.005952,0.005952,8.2164,8.2164,0.048239,0.042646,0.823884,0.045536,16.3811,0.003045,1,4,0,1,29,1,36,6,Benign
127,221035,168,220,4,3,5,1.309524,22,0.007841,0.005952,0.005952,0.005952,8.2164,8.2164,0.048239,0.042646,0.823884,0.045536,16.3811,0.003045,1,4,0,1,17,1,24,5,Benign
128,227991,168,220,4,3,5,1.309524,22,0.007841,0.005952,0.005952,0.005952,8.2164,8.2164,0.048239,0.042646,0.823884,0.045536,16.3811,0.003045,1,3,0,1,29,1,36,5,Benign
129,255261,174,226,3,2,5,1.298851,47,0.007508,0.005747,0.005747,0.005747,7.612303,7.612303,0.035792,0.063361,0.815823,0.068295,23.86783,0.047589,1,9,0,1,18,1,42,8,Benign
130,243664,223,297,8,3,9,1.331839,44,0.005999,0.004484,0.004484,0.004484,8.334858,8.334858,0.043583,0.046952,0.855321,0.077472,23.77639,0.272723,1,2,0,1,35,1,57,15,Benign
131,239899,241,321,5,2,6,1.33195,58,0.00555,0.004149,0.004149,0.004149,9.167775,9.167775,0.038365,0.046725,0.846547,0.051729,25.49803,0.036486,1,3,0,1,13,1,30,5,Benign
132,204286,259,369,7,2,7,1.42471,27,0.005522,0.003861,0.003861,0.003861,10.73803,10.73803,0.032647,0.029909,0.837127,0.082065,17.95736,-0.14567,1,6,0,1,21,1,31,9,Benign
133,219988,259,369,7,2,7,1.42471,27,0.005522,0.003861,0.003861,0.003861,10.73803,10.73803,0.032647,0.029909,0.837127,0.082065,17.95736,-0.14567,1,7,0,1,11,1,26,8,Benign
134,208124,259,369,7,2,7,1.42471,27,0.005522,0.003861,0.003861,0.003861,10.73803,10.73803,0.032647,0.029909,0.837127,0.082065,17.95736,-0.14567,1,3,0,1,17,3,33,4,Benign
135,204295,259,369,7,2,7,1.42471,27,0.005522,0.003861,0.003861,0.003861,10.73803,10.73803,0.032647,0.029909,0.837127,0.082065,17.95736,-0.14567,1,3,0,1,13,1,30,5,Benign
136,200245,259,369,7,2,7,1.42471,27,0.005522,0.003861,0.003861,0.003861,10.73803,10.73803,0.032647,0.029909,0.837127,0.082065,17.95736,-0.14567,1,4,0,1,35,1,57,15,Benign
137,206233,261,371,7,2,7,1.421456,27,0.005467,0.003831,0.003831,0.003831,10.76686,10.76686,0.033334,0.029875,0.837795,0.080387,18.0441,-0.13994,1,2,0,1,35,1,57,15,Benign
138,202739,262,367,7,3,8,1.400763,25,0.005367,0.003817,0.003817,0.003817,10.67378,10.67378,0.038902,0.02798,0.839386,0.070361,17.44648,-0.02995,1,5,0,1,14,2,18,6,Benign
139,220741,263,375,7,2,7,1.425856,28,0.005442,0.003802,0.003802,0.003802,10.72722,10.72722,0.03233,0.030612,0.841415,0.08652,18.57546,-0.14784,1,3,0,1,13,1,30,5,Benign
140,457160,263,339,6,2,7,1.288973,36,0.00492,0.003802,0.003802,0.003802,9.510965,9.510965,0.040228,0.030937,0.860931,0.025475,20.13772,0.14548,1,9,0,1,18,1,42,8,Benign
141,228477,267,381,7,2,7,1.426966,29,0.005365,0.003745,0.003745,0.003745,10.72076,10.72076,0.032391,0.031306,0.842389,0.082727,19.19994,-0.14065,1,2,0,1,9,1,19,5,Benign
142,201621,270,382,7,2,7,1.414815,28,0.00526,0.003704,0.003704,0.003704,10.87225,10.87225,0.031938,0.030144,0.842226,0.068536,18.78035,-0.13309,1,3,0,1,35,1,57,15,Benign
143,232656,271,346,4,2,5,1.276753,40,0.004729,0.00369,0.00369,0.00369,8.554071,8.554071,0.025414,0.038798,0.859818,0.026158,25.6778,0.102949,1,4,0,1,35,1,57,15,Benign
144,208258,277,399,8,2,8,1.440433,28,0.005219,0.00361,0.00361,0.00361,11.01138,11.01138,0.033517,0.028398,0.84024,0.088289,18.43901,-0.11022,1,4,0,1,10,2,19,4,Benign
145,223802,278,391,7,2,7,1.406475,30,0.005078,0.003597,0.003597,0.003597,10.84761,10.84761,0.032454,0.031461,0.845252,0.073398,19.96912,-0.21714,1,3,0,1,29,1,36,13,Benign
146,206549,280,403,8,2,10,1.439286,28,0.005159,0.003571,0.003571,0.003571,11.23405,11.23405,0.030853,0.027941,0.845926,0.09212,18.30213,-0.11234,1,2,0,1,8,1,22,6,Benign
147,257377,290,401,7,3,8,1.382759,28,0.004785,0.003448,0.003448,0.003448,10.49719,10.49719,0.034908,0.027478,0.856873,0.072073,19.50413,0.007775,1,3,0,1,17,3,33,4,Benign
148,247243,292,413,8,2,10,1.414384,28,0.00486,0.003425,0.003425,0.003425,11.51631,11.51631,0.031077,0.026887,0.844028,0.07378,18.4708,-0.07297,1,2,0,1,9,1,19,2,Benign
149,230853,293,403,7,3,8,1.375427,27,0.00471,0.003413,0.003413,0.003413,10.77622,10.77622,0.03443,0.027898,0.853062,0.078445,19.53614,-0.00894,1,2,0,1,7,1,14,3,Benign
150,202855,293,403,7,3,8,1.375427,27,0.00471,0.003413,0.003413,0.003413,10.77622,10.77622,0.03443,0.027898,0.853062,0.078445,19.53614,-0.00894,1,2,0,1,7,1,13,3,Benign
151,220085,293,403,7,3,8,1.375427,27,0.00471,0.003413,0.003413,0.003413,10.77622,10.77622,0.03443,0.027898,0.853062,0.078445,19.53614,-0.00894,1,4,0,1,29,1,36,6,Benign
152,456545,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,2,0,1,9,1,21,6,Benign
153,461358,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,2,0,1,8,1,21,4,Benign
154,464141,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,2,0,1,7,1,13,3,Benign
155,464741,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,2,0,1,8,1,21,5,Benign
156,465841,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,3,0,1,17,3,33,4,Benign
157,466003,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,3,0,1,10,1,14,3,Benign
158,223284,294,404,6,3,7,1.37415,27,0.00469,0.003401,0.003401,0.003401,10.75031,10.75031,0.034404,0.028225,0.853599,0.078199,19.80172,-0.02187,1,1,0,1,6,1,10,3,Benign
159,464673,294,418,8,2,10,1.421769,28,0.004852,0.003401,0.003401,0.003401,11.53866,11.53866,0.030374,0.027173,0.848636,0.076112,18.62357,-0.08501,1,3,0,1,14,1,20,11,Benign
160,183685,296,398,8,3,9,1.344595,30,0.004558,0.003378,0.003378,0.003378,10.73498,10.73498,0.039218,0.030048,0.853078,0.072569,20.55349,-0.02365,1,2,0,1,8,1,14,3,Benign
161,454808,298,424,8,2,10,1.422819,29,0.004791,0.003356,0.003356,0.003356,11.5169,11.5169,0.030109,0.027832,0.849785,0.080124,19.24772,-0.0871,1,4,0,1,8,1,15,4,Benign
162,455798,298,424,8,2,10,1.422819,29,0.004791,0.003356,0.003356,0.003356,11.5169,11.5169,0.030109,0.027832,0.849785,0.080124,19.24772,-0.0871,1,2,0,1,9,1,14,3,Benign
163,458353,298,424,8,2,10,1.422819,29,0.004791,0.003356,0.003356,0.003356,11.5169,11.5169,0.030109,0.027832,0.849785,0.080124,19.24772,-0.0871,1,3,0,1,35,1,42,7,Benign
164,462190,298,424,8,2,10,1.422819,29,0.004791,0.003356,0.003356,0.003356,11.5169,11.5169,0.030109,0.027832,0.849785,0.080124,19.24772,-0.0871,1,1,0,1,5,1,11,2,Benign
165,457993,298,424,8,2,10,1.422819,29,0.004791,0.003356,0.003356,0.003356,11.5169,11.5169,0.030109,0.027832,0.849785,0.080124,19.24772,-0.0871,1,2,0,1,7,1,13,3,Benign
166,461556,300,428,8,2,10,1.426667,30,0.004771,0.003333,0.003333,0.003333,11.41311,11.41311,0.03023,0.028722,0.850331,0.080701,19.93334,-0.08652,1,2,0,1,7,1,13,3,Benign
167,464631,301,411,6,3,7,1.365449,27,0.004551,0.003322,0.003322,0.003322,10.97996,10.97996,0.035431,0.026527,0.852333,0.06334,19.2938,-0.01974,1,3,0,1,17,3,33,4,Benign
168,222814,302,410,7,2,8,1.357616,31,0.00451,0.003311,0.003311,0.003311,10.92606,10.92606,0.033063,0.030531,0.838977,0.059441,21.07237,-0.04405,1,4,0,1,21,1,26,5,Benign
169,211322,304,427,8,2,10,1.404605,28,0.004636,0.003289,0.003289,0.003289,11.75068,11.75068,0.029787,0.026541,0.848861,0.070867,18.80385,-0.05865,1,3,0,1,13,1,19,4,Benign
170,225550,304,427,8,2,10,1.404605,28,0.004636,0.003289,0.003289,0.003289,11.75068,11.75068,0.029787,0.026541,0.848861,0.070867,18.80385,-0.05865,1,3,0,1,10,1,14,3,Benign
171,455697,306,436,8,2,10,1.424837,30,0.004672,0.003268,0.003268,0.003268,11.67814,11.67814,0.030372,0.027997,0.850775,0.080099,19.76033,-0.09322,1,2,0,1,7,1,13,3,Benign
172,230324,308,433,8,2,10,1.405844,29,0.004579,0.003247,0.003247,0.003247,11.72561,11.72561,0.02953,0.027186,0.849981,0.074817,19.42877,-0.06096,1,2,0,1,35,1,57,15,Benign
173,209563,308,443,8,2,10,1.438312,30,0.004685,0.003247,0.003247,0.003247,11.94334,11.94334,0.030333,0.027181,0.853981,0.086451,19.21548,-0.12256,1,3,0,1,10,1,14,3,Benign
174,222380,308,433,8,2,10,1.405844,29,0.004579,0.003247,0.003247,0.003247,11.72561,11.72561,0.02953,0.027186,0.849981,0.074817,19.42877,-0.06096,1,3,0,1,29,1,36,5,Benign
175,221365,310,435,8,2,10,1.403226,29,0.004541,0.003226,0.003226,0.003226,11.8098,11.8098,0.029873,0.026973,0.848751,0.069496,19.38062,-0.05703,1,2,0,1,7,1,13,3,Benign
176,228346,310,435,8,2,10,1.403226,29,0.004541,0.003226,0.003226,0.003226,11.8098,11.8098,0.029873,0.026973,0.848751,0.069496,19.38062,-0.05703,1,3,0,1,16,1,18,4,Benign
177,455678,310,440,8,2,10,1.419355,31,0.004593,0.003226,0.003226,0.003226,11.62304,11.62304,0.030665,0.028681,0.852082,0.077023,20.42679,-0.08353,1,3,0,1,7,1,12,3,Benign
178,215869,311,425,8,3,9,1.366559,29,0.004408,0.003215,0.003215,0.003215,11.16065,11.16065,0.032249,0.027367,0.852534,0.059396,20.10502,-0.00471,1,3,0,1,8,1,21,4,Benign
179,459250,311,425,8,3,9,1.366559,29,0.004408,0.003215,0.003215,0.003215,11.16065,11.16065,0.032249,0.027367,0.852534,0.059396,20.10502,-0.00471,1,3,0,1,8,1,14,3,Benign
180,211867,315,426,7,2,8,1.352381,31,0.004307,0.003175,0.003175,0.003175,11.13819,11.13819,0.035553,0.03003,0.854063,0.056988,21.53493,-0.06833,1,3,0,1,10,1,15,3,Benign
181,216664,315,445,7,2,7,1.412698,29,0.004499,0.003175,0.003175,0.003175,12.28303,12.28303,0.030125,0.026377,0.856665,0.075412,18.79707,-0.12352,1,4,0,1,21,1,26,5,Benign
182,185068,316,445,8,2,10,1.408228,30,0.004471,0.003165,0.003165,0.003165,11.88205,11.88205,0.029832,0.027365,0.851499,0.074927,19.94542,-0.06731,1,2,0,1,9,1,19,2,Benign
183,242369,316,406,4,2,5,1.28481,36,0.004079,0.003165,0.003165,0.003165,9.00903,9.00903,0.022553,0.025452,0.871782,0.059441,23.62996,0.026265,1,3,0,1,21,1,31,9,Benign
184,208144,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,2,0,1,35,1,57,15,Benign
185,214409,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,3,0,1,8,1,14,3,Benign
186,215134,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,3,0,1,13,1,30,5,Benign
187,222580,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,7,0,1,11,1,26,8,Benign
188,223814,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,2,0,1,8,1,21,4,Benign
189,224131,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,5,0,1,21,1,31,9,Benign
190,230596,321,449,8,2,8,1.398754,38,0.004371,0.003115,0.003115,0.003115,10.65162,10.65162,0.031904,0.026497,0.860601,0.076187,21.58334,-0.06671,1,3,0,1,17,3,33,4,Benign
191,202032,324,443,7,2,8,1.367284,34,0.004233,0.003086,0.003086,0.003086,11.25021,11.25021,0.031881,0.031146,0.847816,0.06487,22.7442,-0.05054,1,2,0,1,29,1,35,9,Benign
192,208398,325,438,8,3,9,1.347692,32,0.00416,0.003077,0.003077,0.003077,11.43956,11.43956,0.03737,0.02887,0.861825,0.058145,21.40831,-0.01573,1,4,0,1,18,2,26,8,Benign
193,188800,328,421,4,2,5,1.283537,38,0.003925,0.003049,0.003049,0.003049,8.686577,8.686577,0.024045,0.027466,0.871226,0.06626,26.59649,0.076798,1,3,0,1,16,1,18,4,Benign
194,200392,328,443,8,3,9,1.35061,30,0.00413,0.003049,0.003049,0.003049,11.4844,11.4844,0.03186,0.027331,0.858145,0.049458,20.88663,0.017334,1,3,0,1,17,3,33,4,Benign
195,455481,342,486,8,2,10,1.421053,31,0.004167,0.002924,0.002924,0.002924,12.77703,12.77703,0.028974,0.0255,0.862779,0.06543,19.85474,-0.06015,1,1,0,1,5,1,11,2,Benign
196,199739,344,473,7,2,7,1.375,29,0.004009,0.002907,0.002907,0.002907,12.58217,12.58217,0.028824,0.025426,0.854677,0.06866,19.71487,-0.12273,1,3,0,1,16,1,18,4,Benign
197,218632,344,483,8,2,10,1.40407,30,0.004093,0.002907,0.002907,0.002907,12.84888,12.84888,0.029485,0.024941,0.861708,0.065049,19.57718,-0.05757,1,1,0,1,6,2,9,2,Benign
198,208830,346,487,8,2,10,1.407514,31,0.00408,0.00289,0.00289,0.00289,12.66652,12.66652,0.028826,0.025805,0.862267,0.066504,20.31423,-0.02908,1,2,0,1,8,1,21,5,Benign
199,464945,346,480,8,2,10,1.387283,39,0.004021,0.00289,0.00289,0.00289,11.29048,11.29048,0.028703,0.025894,0.865647,0.064673,22.33711,-0.05457,1,3,0,1,9,1,14,3,Benign
200,200303,350,471,7,2,8,1.345714,33,0.003856,0.002857,0.002857,0.002857,12.05298,12.05298,0.030654,0.027946,0.854292,0.054146,21.9135,-0.05082,1,5,0,1,7,1,14,5,Benign
201,464446,350,498,8,2,10,1.422857,31,0.004077,0.002857,0.002857,0.002857,12.9259,12.9259,0.028991,0.025209,0.863651,0.070315,19.99949,-0.04621,1,3,0,1,9,1,22,7,Benign
202,465451,350,494,8,2,10,1.411429,31,0.004044,0.002857,0.002857,0.002857,12.84012,12.84012,0.028939,0.025258,0.863418,0.068696,20.05669,-0.08207,1,3,0,1,29,1,36,7,Benign
203,233755,352,497,8,2,10,1.411932,32,0.004023,0.002841,0.002841,0.002841,12.76161,12.76161,0.029108,0.02603,0.864503,0.069726,20.80017,-0.0768,1,9,0,1,18,1,35,7,Benign
204,456348,352,500,8,2,10,1.420455,31,0.004047,0.002841,0.002841,0.002841,12.93267,12.93267,0.028969,0.025139,0.863748,0.070768,20.04882,-0.05337,1,3,0,1,10,1,15,3,Benign
